season,site,tree,latitude,longitude,elevation,higth,diameter,volume,distance_to_NN_20km,reproduction,reproduction_prop,est_n_fruits,pre_female,early_female,late_female,early_interph,late_interph,early_male,late_male,total_syconia,synchrony, damaged_syconia,counted_syconia
S2014,113,64,27.08554996,-112.515469,691.22,9,5,942.4777961,0.226,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,113,65,27.08458504,-112.515369,709.28,12,12,7238.229474,0.185,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,113,66,27.08390501,-112.514813,735.4,13,15,12252.21135,0.201,Yes,0.0001,1.225221135,18,7,23,11,3,0,0,62,3.724806202,0,60
S2014,113,67,27.08378498,-112.514551,740.28,12,10,5026.548246,0.227,Yes,0.025,125.6637061,0,0,1,21,1,0,0,23,1.194130926,15,45
S2014,113,69,27.08358499,-112.514798,750.81,6,3,226.1946711,0.228,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,113,70,27.08378197,-112.514253,771.93,25,25,65449.84695,0.253,Yes,0.975,63813.60078,1,1,35,12,1,3,0,53,2.034033309,8,60
S2014,113,71,27.08402303,-112.513956,780.37,10,20,16755.16082,0.26,Yes,0.0001,1.675516082,0,0,0,32,0,0,0,32,1,4,60
S2014,113,72,27.08416804,-112.513916,768.44,14,6,2111.150263,0.258,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,113,73,27.08320102,-112.514079,798.95,20,20,33510.32164,0.295,Yes,0.15,5026.548246,0,0,4,0,19,11,20,54,3.247216036,38,60
S2014,113,74,27.08304704,-112.514273,802.67,14,12,8444.601053,0.292,Yes,0.025,211.1150263,9,6,1,3,0,0,0,19,2.842519685,0,60
S2014,113,75,27.08316799,-112.514382,805.73,6,7,1231.50432,0.276,Yes,0.15,184.725648,12,37,0,4,0,0,0,53,1.837148463,0,60
S2014,113,76,27.08310798,-112.514453,808.4,12,8,3216.990877,0.274,Yes,0.0001,0.321699088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,113,77,27.08331903,-112.514455,762.91,12,8,3216.990877,0.268,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,113,78,27.07969696,-112.521194,843.82,10,6.5,1769.763862,0.488,Yes,0.625,1106.102413,0,25,15,0,0,0,0,40,1.882352941,0,60
S2014,113,781,27.08366303,-112.514746,755.39,NA,NA,NA,0.222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,113,90,27.08648404,-112.516929,644.29,12,15,11309.73355,0.326,Yes,0.025,282.7433388,6,8,0,24,3,0,0,41,2.454014599,0,60
S2014,113,91,27.08378398,-112.517221,686.82,9,7,1847.25648,0.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,1,26.36279102,-111.804372,257.83,NA,NA,NA,0.623,NA,NA,NA,5,2,8,22,4,0,0,41,2.834738617,0,60
S2014,95,11,26.36243002,-111.80448,NA,NA,NA,NA,0.586,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,2,26.36298004,-111.803874,262.56,NA,NA,NA,0.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,02A,26.35789733,-111.803596,267.61,18,20,30159.28947,0.121,No,0,0,0,9,23,8,0,0,0,40,2.37388724,5,60
S2014,95,02B,26.35789532,-111.8035568,270.25,20,22,40547.48918,0.119,NA,NA,NA,0,7,16,18,0,0,0,41,2.672496025,5,60
S2014,95,3,26.36288297,-111.803477,280.66,NA,NA,NA,0.623,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,4,26.36294802,-111.802742,286.04,NA,NA,NA,0.632,Yes,0.15,NA,1,20,4,13,3,0,0,41,2.825210084,0,60
S2014,95,41,26.35737003,-111.80321,NA,11,7,2257.75792,0.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,5,26.363362,-111.80086,296.62,NA,NA,NA,0.717,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,6,26.35698002,-111.80314,NA,NA,NA,NA,0.044,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,06N,26.362442,-111.801078,269.46,NA,NA,NA,0.613,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,06S,26.36229498,-111.801021,267.52,NA,NA,NA,0.6,Yes,0.0001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,7,26.35695999,-111.80311,NA,NA,NA,NA,0.047,Yes,0.15,NA,0,0,2,38,0,0,0,40,1.104972376,0,60
S2014,95,07E,26.37037296,-111.808426,249.55,7,5,733.0382858,1.146,Yes,0.15,109.9557429,2,1,1,38,3,0,0,45,1.387936943,0,60
S2014,95,07W,26.37040297,-111.808506,250.62,12,9,4071.504079,1.154,Yes,0.15,610.7256119,3,6,9,22,1,0,0,41,2.751227496,0,60
S2014,95,8,26.37030699,-111.809721,275.85,NA,NA,NA,1.227,Yes,0.0001,NA,0,0,5,35,0,0,0,40,1.28,0,60
S2014,95,81,26.35689997,-111.80311,NA,14,6,2111.150263,0.053,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,9,26.36987801,-111.810296,267.22,NA,NA,NA,1.236,Yes,0.025,NA,12,7,0,25,2,0,0,46,2.574209246,0,60
S2014,95,10,26.36998798,-111.810405,276.75,10,10,4188.790205,1.252,Yes,0.0001,0.41887902,0,0,0,40,0,0,0,40,1,1,60
S2014,95,101,26.35649001,-111.80294,NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,11,26.36992503,-111.810612,285.75,12,14,9852.034562,1.263,Yes,0.025,246.300864,2,2,1,33,3,0,0,41,1.518518519,2,40
S2014,95,111,26.35629002,-111.80288,NA,NA,NA,NA,0.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,12,26.35607,-111.80278,NA,NA,NA,NA,0.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,12A,26.36989804,-111.810544,278.96,16,12,9650.972632,1.256,Yes,0.0001,0.965097263,4,0,5,25,0,0,0,34,1.735735736,2,40
S2014,95,12A1,26.3537415,-111.8008069,261.84,NA,NA,NA,0.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,12B,26.36979301,-111.810459,276.52,NA,NA,NA,1.242,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,12B1,26.35369909,-111.8008511,257.28,NA,NA,NA,0.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,13,26.36952102,-111.810857,274.98,12,8,3216.990877,1.253,Yes,NA,NA,12,4,2,28,0,0,0,46,2.232067511,2,60
S2014,95,131,26.35580001,-111.80258,NA,NA,NA,NA,0.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,14,26.36939102,-111.810971,273.69,8,13,5663.244357,1.252,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,141,26.35557999,-111.80239,NA,NA,NA,NA,0.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,15,26.36935104,-111.811099,275.06,NA,NA,NA,1.26,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,151,26.35558996,-111.8024,NA,NA,NA,NA,0.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,16,26.35556985,-111.8023757,NA,NA,NA,NA,0.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,161,26.36944399,-111.811083,294.86,NA,NA,NA,1.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,17,26.36931198,-111.811122,288.28,NA,NA,NA,1.259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,171,26.35518998,-111.80203,NA,7,3,263.8937829,0.152,Yes,0.625,164.9336143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,17A,26.35312099,-111.7944613,266.65,18,10,7539.822369,0.64,Yes,0.625,4712.38898,0,0,1,45,0,0,0,46,1.044422507,20,60
S2014,95,17B,26.35297213,-111.7945225,264.25,18,10,7539.822369,0.635,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,18,26.36840103,-111.812184,278.01,NA,NA,NA,1.29,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,181,26.35455002,-111.80161,NA,NA,NA,NA,0.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,19,26.35432404,-111.8014099,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,20,26.35429303,-111.8013998,NA,NA,NA,NA,0.147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,200,26.35302301,-111.800989,315.38,NA,NA,NA,0.151,Yes,0.0001,NA,2,7,8,12,0,0,0,29,3.222222222,0,60
S2014,95,201,26.35435699,-111.797917,277.98,NA,NA,NA,0.326,Yes,0.0001,NA,0,0,0,1,25,1,0,27,1.162679426,5,30
S2014,95,202,26.35209002,-111.791727,277.35,NA,NA,NA,0.926,Yes,0.025,NA,0,0,0,40,0,0,0,40,1,0,60
S2014,95,21,26.35365441,-111.8009194,NA,6,7,1231.50432,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,22,26.35360756,-111.8008339,NA,8,6,1206.371579,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,23,26.35341469,-111.8003436,NA,14,8,3753.156023,0.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,24,26.35340547,-111.8003041,NA,10,7,2052.5072,0.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,25,26.35320003,-111.80005,NA,NA,NA,NA,0.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,26,26.35282997,-111.79937,NA,12,20,20106.19298,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,02C,26.35790362,-111.8035615,272.66,NA,NA,NA,0.12,NA,NA,NA,0,33,8,0,0,0,0,41,1.45793582,0,15
S2014,95,02D,26.35767505,-111.8036669,NA,NA,NA,NA,0.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,30,26.35784998,-111.803563,259.59,16,20,26808.25731,0.115,Yes,0.0001,2.680825731,0,6,11,3,0,0,0,20,2.409638554,0,15
S2014,95,31,26.35787403,-111.803632,261.66,12,6,1809.557368,0.12,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,32,26.35786196,-111.803542,262.13,5,8,1340.412866,0.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,33,26.35763699,-111.803422,259.99,8,3,301.5928947,0.088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,34,26.35728001,-111.80325,257.81,16,8,4289.32117,0.056,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,35,26.35731999,-111.803221,256.84,1,0.5,1.047197551,0.059,Yes,0.025,0.026179939,0,18,18,6,0,0,0,42,2.578947368,0,60
S2014,95,36,26.35737799,-111.803167,258.07,1.5,2,25.13274123,0.064,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,37,26.35716802,-111.803216,256.88,12,14,9852.034562,0.047,Yes,0.15,1477.805184,0,0,1,40,0,0,0,41,1.04996877,0,60
S2014,95,38,26.35284296,-111.799396,252.69,10,16,10723.30292,0.177,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,39,26.35273601,-111.799428,265.12,9.5,7,1949.88184,0.18,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,4,26.35720398,-111.8031476,264.25,NA,NA,NA,0.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,40,26.35310297,-111.800006,253.63,10,9.5,3780.38316,0.186,Yes,0.0001,0.378038316,0,0,0,4,16,0,0,20,1.470588235,4,25
S2014,95,41,26.35335702,-111.800251,253.67,11,7,2257.75792,0.149,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,42,26.35336901,-111.80035,253.15,14,9,4750.088092,0.141,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,43,26.35737095,-111.8032078,NA,NA,NA,NA,0.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,43N,26.35365098,-111.800853,250.14,9,3.5,461.8141201,0.104,Yes,0.85,392.5420021,0,0,3,20,1,0,0,24,1.404878049,0,60
S2014,95,43S,26.35364704,-111.800853,250.14,9,6,1357.168026,0.104,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,44NE,26.35366397,-111.800873,250.15,NA,NA,NA,0.107,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,44S,26.35365802,-111.80087,250.15,4,2.5,104.7197551,0.106,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,44SW,26.35367403,-111.800884,250.15,1,2,16.75516082,0.108,Yes,0.0001,0.001675516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,44W,26.35367202,-111.800884,250.15,8,4,536.1651462,0.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,45,26.35426302,-111.801354,250.3,7,5,733.0382858,0.142,Yes,NA,NA,0,0,10,32,0,0,0,42,1.569395018,0,60
S2014,95,46,26.35430996,-111.801425,250.88,5.5,4,368.613538,0.15,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,47,26.35445204,-111.801615,251.46,17.5,7.5,4123.340358,0.147,Yes,0.975,4020.256849,19,3,5,16,0,0,0,43,2.840245776,0,60
S2014,95,48,26.35698698,-111.803183,257.74,12,3,452.3893421,0.044,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,49,26.35691003,-111.803059,258.92,20,10,8377.58041,0.053,Yes,0.0001,0.837758041,0,2,14,28,0,0,0,44,1.967479675,0,60
S2014,95,5,26.3571609,-111.8031369,266.89,NA,NA,NA,0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,50,26.35689301,-111.803092,259.43,13,8.5,3934.3212,0.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,51,26.35686502,-111.803084,259.42,6.5,3,245.044227,0.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,52,26.35681003,-111.803093,260.98,14,6.5,2477.669406,0.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,53,26.35643302,-111.802659,263.61,15,10,6283.185307,0.082,Yes,0.0001,0.628318531,0,0,0,24,25,2,0,51,2.158506224,0,60
S2014,95,54,26.35633302,-111.802658,263.52,15,8,4021.238597,0.086,Yes,0.0001,0.40212386,11,3,1,11,0,0,0,26,2.682539683,0,60
S2014,95,55,26.35617603,-111.802462,267.03,17,8,4557.403743,0.101,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,56,26.35591996,-111.802301,265.13,14.5,8.5,4388.281338,0.134,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,57,26.355784,-111.802208,265.22,12,7,2463.00864,0.149,Yes,0.0001,0.246300864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,58,26.35570999,-111.802141,265.22,13,7.5,3063.052837,0.155,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,59,26.35567797,-111.802057,265.23,18,10.5,8312.654161,0.163,Yes,0.025,207.816354,15,12,6,9,0,0,0,42,3.62962963,0,60
S2014,95,6,26.35710181,-111.8029973,272.18,NA,NA,NA,0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,7,26.35694532,-111.8029125,273.86,NA,NA,NA,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,8,26.35680987,-111.8029711,273.86,NA,NA,NA,0.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,81,26.35689679,-111.803106,NA,14,6,2111.150263,0.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,9,26.35452731,-111.8017206,259.68,NA,NA,NA,0.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,91,26.35679059,-111.8030989,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,92,26.352749,-111.794016,258.08,10,8,2680.825731,0.689,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,93,26.35269301,-111.793832,258.83,4,8,1072.330292,0.708,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,95,26.352691,-111.793627,262.61,NA,NA,NA,0.728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,95,96,26.35160403,-111.799046,302.75,NA,NA,NA,0.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,179,1,25.91582,-111.34837,NA,5,5,523.5987756,0.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,179,2,25.91431,-111.34993,NA,4,8,1072.330292,0.291,Yes,0.025,26.80825731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,179,3,25.91437999,-111.35011,NA,4,6,603.1857895,0.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,179,4,25.91424001,-111.3517,NA,4.5,4.25,340.4701038,0.389,Yes,0.0001,0.03404701,0,0,0,41,0,0,0,41,1,0,60
S2014,179,05N,25.91423004,-111.35187,NA,3,3,113.0973355,0.397,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,179,05S,25.91427002,-111.35182,NA,NA,NA,NA,0.398,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,179,6,25.91423004,-111.35189,NA,3.5,2.5,91.62978573,0.398,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,179,7,25.91423004,-111.35189,NA,4,2.5,104.7197551,0.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,179,8,25.91414999,-111.35221,NA,6.5,6.5,1150.34651,0.412,Yes,0.625,718.9665687,2,1,0,0,1,17,25,46,2.3,3,60
S2014,179,9,25.91405,-111.35213,NA,4,5,418.8790205,0.408,Yes,0.0001,0.041887902,15,0,5,64,3,0,0,87,1.738002296,0,60
S2014,179,10,25.91402996,-111.35143,NA,3.25,3.25,143.7933137,0.365,Yes,0.025,3.594832844,0,0,1,17,0,8,2,28,2.189944134,0,60
S2014,179,11,25.91385,-111.35155,NA,3.5,4.75,330.7835265,0.386,Yes,0.15,49.61752897,29,1,5,22,0,0,0,57,2.40488527,0,60
S2014,179,12,25.91467998,-111.34723,NA,NA,NA,NA,0.45,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,179,13,25.91467001,-111.34718,NA,11,7,2257.75792,0.455,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,179,14,25.91453003,-111.347,NA,7,6,1055.575132,0.471,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,179,15,25.91450002,-111.34703,NA,3,6,452.3893421,0.468,Yes,0.15,67.85840132,9,7,12,19,1,0,0,48,3.622641509,0,60
S2014,179,16,25.91528599,-111.349456,19.5,NA,NA,NA,0.345,Yes,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,179,17,25.91305397,-111.35022,111.86,NA,NA,NA,0.349,Yes,0.975,NA,32,5,5,4,0,0,0,46,1.941284404,0,60
S2014,179,18,25.912828,-111.349889,109.75,NA,NA,NA,0.323,Yes,0.0001,NA,12,4,22,4,0,0,0,42,2.672727273,0,60
S2014,179,19,25.91130299,-111.349592,176.41,NA,NA,NA,0.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,179,20,25.91172201,-111.348246,148.06,4,4,268.0825731,0.456,Yes,0.15,40.21238597,0,0,0,38,0,0,0,38,1,0,60
S2014,179,21,25.91218703,-111.349217,114.11,5,7,1026.2536,0.349,Yes,0.0001,0.10262536,1,0,0,35,5,0,0,41,1.34372502,0,60
S2014,179,22,25.911649,-111.346759,90.49,2,2,33.51032164,0.572,Yes,0.15,5.026548246,8,2,4,29,0,0,0,43,1.998918919,0,60
S2014,179,23,25.91186701,-111.346843,116.41,2,0.5,2.094395102,0.553,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,179,24,25.90929997,-111.35443,202.14,NA,NA,NA,0.611,Yes,0.0001,NA,29,9,6,1,0,0,0,45,2.111574557,0,30
S2014,179,25,25.90866202,-111.355322,192.15,NA,NA,NA,0.715,Yes,0.0001,NA,10,0,3,8,1,0,0,22,2.781609195,0,15
S2014,179,26,25.90703602,-111.357874,182.35,NA,NA,NA,1.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,179,27,25.93436404,-111.369423,15.31,NA,NA,NA,3.09,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,179,40,25.911375,-111.349551,173.49,3.25,5,340.3392041,0.394,Yes,0.025,8.508480103,4,0,8,21,1,0,0,34,2.214559387,0,60
S2014,179,41,25.91534299,-111.348309,40.66,0.2,0.2,0.033510322,0.408,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,179,42,25.91271099,-111.354137,35.05,5.5,5.5,696.9099703,0.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,179,43,25.91155303,-111.354775,95.81,8.5,10.5,3925.420021,0.523,Yes,0.025,98.13550052,12,0,8,17,7,2,0,46,3.847272727,0,45
S2014,179,44,25.91007496,-111.353106,145.36,11.5,2.5,301.069296,0.484,Yes,0.025,7.526732399,0,0,0,31,0,0,0,31,1,0,30
S2014,179,45,25.90934196,-111.352763,141.39,2,1.5,18.84955592,0.551,Yes,0.0001,0.001884956,0,0,0,29,4,0,0,33,1.270711785,0,30
S2014,179,46,25.910571,-111.355005,181.02,2.5,3,94.24777961,0.553,Yes,0.85,80.11061267,0,0,0,33,1,0,0,34,1.060550459,1,60
S2014,179,47,25.91232701,-111.350657,124.98,4,6,603.1857895,0.351,Yes,0.0001,0.060318579,19,11,12,7,1,1,0,51,3.841949778,0,30
S2014,179,48,24.083469,-109.993242,98.71,9,10,3769.911184,12.184,Yes,0.625,2356.19449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,179,481,25.895097,-111.371443,100.03,NA,NA,NA,2.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,201,1,25.37598797,-111.316845,285.5,15,15,14137.16694,1.092,NA,NA,NA,2,21,29,1,0,0,0,53,2.182595183,NA,NA
S2014,201,2,25.37727904,-111.315424,288.4,14,11,7095.810607,1.137,Yes,0.625,4434.881629,0,0,0,60,0,0,0,60,1,0,60
S2014,201,3,25.37742203,-111.315046,284.49,15,16,16084.95439,1.152,Yes,0.85,13672.21123,0,1,4,48,0,0,0,53,1.210254201,0,60
S2014,201,4,25.37771397,-111.314502,273.01,15,18,20357.5204,1.168,Yes,0.975,19848.58239,5,4,5,28,1,1,7,51,2.886792453,0,60
S2014,201,5,25.37755203,-111.313863,276.67,15,13,10618.58317,1.226,Yes,0.85,9025.795694,0,0,0,11,20,6,6,43,3.118043845,0,60
S2014,201,6,25.37822502,-111.313758,277.86,16,12,9650.972632,1.184,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,201,07E,25.37505196,-111.317804,228.68,17,7,3489.262241,1.138,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,201,07W,25.37495499,-111.31785,264.94,14,4,938.2890059,1.147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,201,8,25.37815897,-111.311214,286.73,12,9,4071.504079,1.391,Yes,0.625,2544.690049,1,2,2,34,0,0,1,40,1.372212693,2,60
S2014,201,9,25.37945741,-111.310154,299.09,3,1,12.56637061,1.406,Yes,0.625,7.853981634,17,0,4,21,0,0,0,42,2.36461126,0,30
S2014,201,10,25.378164,-111.309366,326.73,3,4,201.0619298,1.544,Yes,0.625,125.6637061,10,0,5,25,2,4,3,49,3.082156611,0,60
S2014,201,11,25.37784096,-111.308826,329.27,4,2,67.02064328,1.579,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,201,12E,25.37984499,-111.307655,297.69,8,3,301.5928947,1.412,Yes,0.625,188.4955592,2,0,0,42,0,0,0,44,1.095022624,0,60
S2014,201,12W,25.37977399,-111.307756,294.8,12,6,1809.557368,1.423,Yes,0.025,45.23893421,3,2,6,24,1,1,0,37,2.183413078,0,60
S2014,201,13,25.38336698,-111.305971,302.84,12,14,9852.034562,1.506,Yes,0.85,8374.229377,14,6,7,13,0,0,0,40,3.555555556,0,60
S2014,201,14,25.38016099,-111.311703,293.7,5,5,523.5987756,1.232,No,0,0,7,23,5,13,0,0,0,48,2.984455959,0,60
S2014,201,15,25.37547399,-111.319615,277.36,10,4,670.2064328,1.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,201,16,25.38179202,-111.325569,287.86,14,8,3753.156023,1.082,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,201,17,25.381832,-111.325554,288,14,10,5864.306287,1.084,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,201,18,25.38181499,-111.325294,286.66,10,15,9424.777961,1.064,Yes,0.0001,0.942477796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2014,201,19,25.382248,-111.324793,285.99,10,8,2680.825731,1.059,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
