season,site,tree,latitude,longitude,elevation,higth,diameter,volume,distance_to_NN_20km,reproduction,reproduction_prop,est_n_fruits,pre_female,early_female,late_female,early_interph,late_interph,early_male,late_male,total_syconia,synchrony, damaged_syconia,counted_syconia
S2013,96,312,24.01406801,-110.092939,555.28,NA,NA,NA,0.321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,313,24.01377901,-110.092845,563.05,NA,NA,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,314,24.01391102,-110.092979,561.58,NA,NA,NA,0.327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,315,24.01385796,-110.093176,555.87,NA,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,316,24.01409299,-110.09352,571.42,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,317,24.01654101,-110.088514,511.38,NA,NA,NA,0.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,318,24.01645401,-110.088715,515.08,NA,NA,NA,0.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,319,24.01457797,-110.086549,470.01,NA,NA,NA,0.358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,32,24.03101002,-110.13104,NA,6,5,628.3185307,0.154,Yes,0.025,15.70796327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,320,24.01450303,-110.086935,472.28,NA,NA,NA,0.319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,321,24.01429399,-110.087268,475.63,NA,NA,NA,0.292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,322,24.01433598,-110.087477,490.36,NA,NA,NA,0.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,323,24.01406097,-110.087695,503.27,NA,NA,NA,0.262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,324,24.01411998,-110.088056,514.61,NA,NA,NA,0.234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,325,24.01400004,-110.088205,517.27,NA,NA,NA,0.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,326,24.01397103,-110.088208,517,NA,NA,NA,0.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,327NE,24.01382896,-110.088986,495.94,NA,NA,NA,0.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,327NW,24.01387498,-110.089104,504.05,NA,NA,NA,0.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,327SW,24.01368898,-110.089024,501.22,NA,NA,NA,0.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,328,24.01381404,-110.088879,498.29,NA,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,329,24.01431302,-110.087974,478.08,NA,NA,NA,0.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,33,24.03091002,-110.13113,NA,5,6,753.9822369,0.148,Yes,0.0001,0.075398224,0,0,1,20,12,3,3,39,2.701598579,0,60
S2013,96,330,24.01390197,-110.087408,501.41,NA,NA,NA,0.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,331,24.01357901,-110.090893,549.53,NA,NA,NA,0.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,332,24.01355102,-110.090625,531.94,NA,NA,NA,0.242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,333,24.01363702,-110.089433,534.71,NA,NA,NA,0.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,334,24.01319898,-110.090051,549.09,NA,NA,NA,0.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,335,24.01313896,-110.089701,551.87,NA,NA,NA,0.248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,336,24.01342898,-110.089078,534.03,NA,NA,NA,0.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,337,24.012944,-110.089962,555.76,NA,NA,NA,0.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,338,24.01291701,-110.090604,561.51,NA,NA,NA,0.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,339,24.01342596,-110.089668,525.2,NA,NA,NA,0.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,34,24.03062001,-110.13102,NA,6,8,1608.495439,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,340E,24.01343702,-110.090151,524.88,NA,NA,NA,0.256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,340W,24.01347499,-110.09027,532.56,NA,NA,NA,0.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,341,24.02020801,-110.092586,600.83,NA,NA,NA,0.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,342,24.01984599,-110.092528,617.09,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,343,24.019862,-110.092376,620.13,NA,NA,NA,0.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,344,24.01939396,-110.092495,624.9,NA,NA,NA,0.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,345,24.01810599,-110.089024,508.95,NA,NA,NA,0.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,346,24.01753804,-110.089317,528.01,NA,NA,NA,0.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,347,24.01709103,-110.089906,539.2,NA,NA,NA,0.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,348,24.017446,-110.090069,548.99,NA,NA,NA,0.096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,349,24.01756997,-110.090156,547.06,NA,NA,NA,0.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,35,24.03069997,-110.13051,NA,6,7,1231.50432,0.134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,36,24.02934998,-110.13068,737.93,7,4,469.1445029,0.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,37A,24.02938996,-110.13038,NA,6,4,402.1238597,0.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,37B,24.02941,-110.13038,NA,7,6,1055.575132,0.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,38,24.03131001,-110.13393,NA,6,9,2035.75204,0.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,39,24.01621998,-110.1396,NA,NA,NA,NA,1.695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,40,24.02540001,-110.12113,NA,8,15,7539.822369,0.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,41,24.02005001,-110.08978,NA,7,8,1876.578012,0.186,Yes,0.025,46.91445029,3,0,0,4,17,10,7,41,3.630669546,0,60
S2013,96,42,24.01979,-110.09003,NA,6,5,628.3185307,0.156,Yes,0.375,235.619449,0,0,0,7,11,7,16,41,3.538947368,1,40
S2013,96,43,24.01917997,-110.09042,NA,3,6,452.3893421,0.139,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,44,24.01920998,-110.09053,NA,8,9,2714.336053,0.148,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,45A,24.01913999,-110.09059,NA,8,9,2714.336053,0.146,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,45B,24.01916999,-110.09058,NA,6,8,1608.495439,0.147,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,46,24.01907,-110.09065,NA,8,6,1206.371579,0.143,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,47,24.02061,-110.09076,NA,3,10,1256.637061,0.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,48,24.02081,-110.09072,NA,3,7,615.7521601,0.248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,49,24.02084,-110.09068,551.68,4,7,821.0028801,0.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,49A,24.02084,-110.09068,NA,NA,NA,NA,0.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,49B,24.02083003,-110.09069,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,50,24.02071,-110.09149,NA,7,4,469.1445029,0.268,Yes,0.375,175.9291886,2,1,1,4,11,11,11,41,4.366233766,8,60
S2013,96,51,24.02054002,-110.09187,NA,6,5,628.3185307,0.284,Yes,0.025,15.70796327,7,24,2,2,1,3,3,42,2.705521472,0,60
S2013,96,52,24.01782,-110.09605,NA,NA,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,53,24.01753996,-110.09372,NA,8,10,3351.032164,0.343,NA,NA,NA,1,0,0,3,14,11,11,40,3.571428571,2,40
S2013,96,54,24.01855996,-110.09551,NA,6,10,2513.274123,0.296,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,55,24.01828,-110.09551,NA,4,6,603.1857895,0.303,Yes,0.0001,0.060318579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,56,24.01822996,-110.09544,NA,6,4,402.1238597,0.308,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,57,24.01703998,-110.09355,NA,7,5,733.0382858,0.336,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,58,24.01673002,-110.09358,NA,6,10,2513.274123,0.319,Yes,0.375,942.4777961,0,0,0,3,8,12,18,41,3.107208872,5,60
S2013,96,59,24.01656004,-110.09303,NA,12,20,20106.19298,0.307,Yes,0.975,19603.53816,0,0,0,0,3,9,29,41,1.805585392,20,60
S2013,96,60,24.01566996,-110.09398,NA,NA,NA,NA,0.321,Yes,0.85,NA,1,3,2,3,7,15,13,44,4.154506438,0,60
S2013,96,61,24.01630003,-110.09474,NA,NA,NA,NA,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,62A,24.01641998,-110.09478,NA,4,7,821.0028801,0.334,Yes,0.375,307.8760801,3,5,0,9,11,6,4,38,5.013888889,7,60
S2013,96,62B,24.01637002,-110.09474,NA,8,7,1642.00576,0.327,Yes,0.85,1395.704896,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,60
S2013,96,63,24.01761004,-110.09732,NA,16,18,21714.68842,0.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,64,24.01880999,-110.09707,NA,6,8,1608.495439,0.366,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,65,24.01889004,-110.09709,NA,6,6,904.7786842,0.374,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,66,24.02008002,-110.09705,NA,5,4,335.1032164,0.46,Yes,0.0001,0.033510322,0,1,1,1,6,9,6,24,3.692307692,0,60
S2013,96,67,24.02035997,-110.09717,NA,NA,NA,NA,0.475,Yes,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,68,24.02070003,-110.09682,NA,4,10,1675.516082,0.461,Yes,0.025,41.88790205,2,0,1,19,19,0,0,41,2.312242091,5,60
S2013,96,69,24.02091997,-110.09624,NA,2,8,536.1651462,0.424,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,6A,24.04454998,-110.14543,NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,6B,24.04454998,-110.14544,NA,NA,NA,NA,0.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,6C,24.04456004,-110.14547,NA,NA,NA,NA,0.266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,6D,24.04457001,-110.14547,NA,NA,NA,NA,0.267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,6E,24.04457998,-110.14548,NA,NA,NA,NA,0.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,70,24.02094997,-110.09708,NA,5,11,2534.218074,0.493,Yes,0.375,950.3317777,0,0,0,5,10,10,16,41,3.494802495,0,60
S2013,96,71,24.02074001,-110.0977,NA,7,6,1055.575132,0.514,Yes,0.025,26.38937829,0,0,0,12,5,16,8,41,3.437627812,0,60
S2013,96,72,24.01884,-110.09944,NA,10,5,1047.197551,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,73,24.01886003,-110.0995,NA,8,7,1642.00576,0.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,74,24.01945003,-110.10432,NA,NA,NA,NA,0.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,75,24.02028998,-110.104,NA,NA,NA,NA,0.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,76,24.01982001,-110.1032,NA,NA,NA,NA,0.361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,77,24.01985999,-110.10318,NA,NA,NA,NA,0.356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,78,24.04783996,-110.14993,NA,NA,NA,NA,0.489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,79,24.04742002,-110.15005,NA,NA,NA,NA,0.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,80,24.04737996,-110.14959,NA,NA,NA,NA,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,81,24.04458996,-110.14793,NA,NA,NA,NA,0.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,82,24.04512003,-110.14776,NA,NA,NA,NA,0.313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,83,24.04423004,-110.14544,NA,NA,NA,NA,0.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,84A,24.04263999,-110.14398,NA,NA,NA,NA,0.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,84B,24.04260999,-110.14396,NA,NA,NA,NA,0.459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,84C,24.04259004,-110.14398,NA,NA,NA,NA,0.459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,84D,24.04246003,-110.14393,NA,NA,NA,NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,84E,24.04238996,-110.1439,NA,NA,NA,NA,0.477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,85,24.01740996,-110.09726,NA,5,3,188.4955592,0.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,86,24.01733997,-110.10385,NA,NA,NA,NA,0.491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,87,24.01726001,-110.10419,NA,NA,NA,NA,0.513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,88,24.01739999,-110.10425,NA,NA,NA,NA,0.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,89,24.01715004,-110.10582,NA,NA,NA,NA,0.609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,90,24.01713998,-110.106,NA,NA,NA,NA,0.603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,91,24.01710997,-110.10623,NA,NA,NA,NA,0.601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,92,24.01749001,-110.10664,NA,NA,NA,NA,0.586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,93,24.01752002,-110.1068,NA,NA,NA,NA,0.593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,94,24.01617003,-110.10478,NA,NA,NA,NA,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,95,24.01610004,-110.10484,NA,NA,NA,NA,0.638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,96,24.01608001,-110.1048,NA,NA,NA,NA,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,97,24.01861,-110.0903,NA,6,4,402.1238597,0.089,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,98,24.06437997,-110.17679,NA,NA,NA,NA,3.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,99,24.06511003,-110.17681,NA,NA,NA,NA,3.278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,70,01A,23.73651998,-109.84383,NA,NA,NA,NA,1.284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,70,01B,23.73667002,-109.84381,NA,NA,NA,NA,1.277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,70,2,23.73499003,-109.84168,NA,NA,NA,NA,1.164,Yes,0.375,NA,0,0,5,4,3,12,17,41,3.480331263,15,60
S2013,70,3,23.73408001,-109.84189,NA,NA,NA,NA,1.239,Yes,0.025,NA,4,16,0,23,0,1,0,44,2.413965087,0,60
S2013,70,4,23.73434999,-109.84244,NA,NA,NA,NA,1.268,Yes,0.375,NA,7,14,4,14,4,0,0,43,3.909090909,0,60
S2013,70,5,23.73368002,-109.84307,NA,NA,NA,NA,1.363,Yes,0.85,NA,0,0,8,23,5,0,4,40,2.523659306,0,60
S2013,70,6,23.73536998,-109.84141,NA,NA,NA,NA,1.119,Yes,0.375,NA,0,0,0,39,1,0,0,40,1.051248357,NA,NA
S2013,70,7,23.73532003,-109.84124,NA,NA,NA,NA,1.107,Yes,0.375,NA,0,2,0,31,1,1,4,39,1.547304171,9,60
S2013,70,8,23.73801003,-109.81612,308.95,NA,NA,NA,0.23,Yes,0.85,NA,0,0,0,32,2,4,4,42,1.664150943,8,60
S2013,70,9,23.73805001,-109.8164,NA,NA,NA,NA,0.203,Yes,0.375,NA,4,6,3,16,4,0,5,38,4.033519553,0,60
S2013,70,10,23.73198001,-109.84181,NA,9,7,1847.25648,1.383,NA,NA,NA,0,0,0,2,17,19,3,41,2.535444947,0,60
S2013,70,11,23.73205,-109.84167,NA,12.5,8.5,3783.001154,1.367,Yes,0.025,94.57502884,0,21,8,5,0,4,1,39,2.780621572,0,60
S2013,70,12,23.73217002,-109.8414,NA,12,7.5,2827.433388,1.338,Yes,0.0001,0.282743339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,70,13,23.70696003,-109.84106,NA,NA,NA,NA,3.299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,70,14,23.70680002,-109.83997,NA,NA,NA,NA,3.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,70,15,23.71140998,-109.84475,NA,NA,NA,NA,2.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,70,16,23.73801003,-109.81799,NA,NA,NA,NA,0.232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,70,17,23.73874001,-109.82035,NA,17,14,13957.04896,0.279,Yes,0.025,348.9262241,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,60
S2013,70,18,23.73900002,-109.82085,NA,9,6,1357.168026,0.275,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,70,19,23.73841002,-109.82173,NA,9,6,1357.168026,0.334,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,70,20,23.73900002,-109.82207,NA,12,8,3216.990877,0.276,Yes,0.375,1206.371579,2,13,12,14,0,0,0,41,3.276803119,2,60
S2013,70,201,23.73734778,-109.8576894,NA,8,6,1206.371579,1.689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,70,202,23.73703203,-109.857014,400.15,5,3,188.4955592,1.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,70,203,23.73742699,-109.857555,403.76,10,10,4188.790205,1.677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,70,204,23.73764802,-109.85756,408.65,7,6,1055.575132,1.681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,70,205,23.73739203,-109.857705,401.96,11,10,4607.669225,1.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,70,206,23.73747502,-109.857979,404.41,NA,NA,NA,1.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,70,207,23.73768901,-109.85744,404.35,7,5,733.0382858,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,70,21,23.73926003,-109.82239,NA,10,10,4188.790205,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,70,22,23.74065,-109.82168,284.19,NA,NA,NA,0.202,Yes,0.375,NA,0,0,0,40,0,0,0,40,1,9,60
S2013,70,22N,23.74065,-109.82168,NA,15,8,4021.238597,0.202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,70,23,23.74065997,-109.82155,262.8,8,6,1206.371579,0.201,Yes,0.375,452.3893421,0,0,0,38,4,0,0,42,1.208219178,5,60
S2013,70,232,23.74100103,-109.8205335,313.03,NA,NA,NA,0.282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,70,23W,23.74065997,-109.82155,NA,14,7,2873.51008,0.201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,70,24,23.74084001,-109.82173,278.67,11,8,2948.908304,0.223,Yes,0.025,73.7227076,0,1,4,35,1,0,0,41,1.35237329,0,60
S2013,70,24NW,23.74087002,-109.82174,NA,10,7,2052.5072,0.219,Yes,0.375,769.6902001,0,0,12,27,1,0,0,40,1.830663616,3,60
S2013,70,24SW,23.74084001,-109.82173,NA,11.5,6,1734.159145,0.223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,70,25,23.74101997,-109.82165,NA,11,12,6635.043684,0.227,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,70,25NW,23.74103003,-109.82167,NA,NA,NA,NA,0.225,Yes,0.85,NA,0,1,1,24,13,1,0,40,2.139037433,0,60
S2013,70,25SE,23.74104001,-109.82167,NA,11,4.75,1039.605369,0.225,Yes,0.85,883.6645636,0,0,1,29,9,0,0,39,1.647887324,0,60
S2013,70,26,23.74251002,-109.82294,NA,18.5,16,19838.11041,0.366,Yes,0.85,16862.39385,1,5,1,27,3,0,2,39,1.977893368,3,60
S2013,70,27,23.74241003,-109.82329,NA,10,15,9424.777961,0.362,Yes,0.025,235.619449,2,5,6,35,0,0,0,48,1.786046512,1,60
S2013,70,28,23.7417,-109.82817,NA,12,8,3216.990877,0.374,Yes,0.0001,0.321699088,0,7,5,26,2,0,0,40,2.122015915,0,60
S2013,70,29,23.74123002,-109.82873,306.54,20,15,18849.55592,0.304,Yes,0.025,471.238898,0,0,0,40,0,0,0,40,1,17,60
S2013,70,29N,23.74123002,-109.82873,NA,12,10,5026.548246,0.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,70,29S,23.74114,-109.82869,NA,NA,NA,NA,0.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,70,30,23.74176999,-109.82928,NA,2,5,209.4395102,0.275,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,70,300,23.73693799,-109.856886,400.17,NA,NA,NA,1.603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,70,31,23.74188004,-109.82957,NA,10,2,167.5516082,0.257,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,70,32,23.74068,-109.83008,NA,NA,NA,NA,0.22,Yes,0.375,NA,0,0,2,34,3,0,1,40,1.367521368,20,60
S2013,70,32E,23.74069752,-109.8299366,283.23,NA,NA,NA,0.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,70,33,23.74058001,-109.8305,NA,12,6,1809.557368,0.263,Yes,0.025,45.23893421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,70,34,23.74097002,-109.83078,NA,9,11,4561.592533,0.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,70,35,23.74111997,-109.83121,NA,NA,NA,NA,0.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
